Fwy Name	District	County	City	Abs PM	Length	station_id	Name	Type	Sensor Type	HOV	Road Width	Lane Width	Inner Shoulder Width	Outer Shoulder Width	Design Speed Limit	Inner Median Type	Inner Median Width	Terrain	Population	Barrier	Surface	Roadway Use	Lat	Lng	Direction	Fwy
I215-N	8	Riverside	Riverside	36.882	0.987	825735	Center St	HOV		24H	48 ft	16.0 ft	8 ft	11 ft	70 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	34.014054	-117.34334	N	215
I215-S	8	Riverside		9.866		826958	Newport Rd(T)	On Ramp		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	46 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.68193	-117.170971	S	215
I215-S	8	Riverside		9.866		826963	Newport Rd(T)	Off Ramp		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	46 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.68193	-117.170971	S	215
I215-S	8	Riverside		9.866	0.608	826959	Newport Rd(T)	Mainline		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	46 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.68193	-117.170971	S	215
I215-S	8	Riverside		10.086		826940	Newport Rd(L)	On Ramp		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	46 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.685082	-117.171505	S	215
I215-S	8	Riverside		10.086	0.202	826939	Newport Rd(L)	Mainline		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	46 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.685082	-117.171505	S	215
I215-S	8	Riverside		10.271	0.742	826994	Newport Rd(T)	Mainline		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	46 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.687543	-117.172608	S	215
I215-S	8	Riverside		11.57	0.899	817820	McCALL BLVD S/O	Mainline	magnetometers	No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	46 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.704018	-117.183511	S	215
I215-S	8	Riverside		12.07	0.499	817810	McCALL ROAD S/O	Mainline	magnetometers	No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	60 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.710294	-117.187891	S	215
I215-S	8	Riverside		14.139	0.95	818589	ETHANAC ROAD S/O	Mainline	magnetometers	No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	84 ft	Flat	Urban	No Barriers	Bridge Deck	No Special Features	33.740277	-117.189566	S	215
I215-S	8	Riverside	Perris	15.269	0.017	818599	RTE 74/215 SEP SB ON	Mainline	magnetometers	No	24 ft	12.0 ft	4 ft	8 ft	70 mph	Unpaved	48 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.756511	-117.189402	S	215
I215-S	8	Riverside	Perris	15.869	0.593	818212	RTE 74/215 SEP N/O	Mainline	magnetometers	No	24 ft	12.0 ft	2 ft	8 ft	70 mph	Unpaved	48 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.765106	-117.18974	S	215
I215-S	8	Riverside	Perris	16.469	0.912	818597	SAN JACINTO RIVER	Mainline	magnetometers	No	24 ft	12.0 ft	2 ft	8 ft	70 mph	Paved - No Roadway Use	48 ft	Flat	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	33.771139	-117.196876	S	215
I215-S	8	Riverside	Perris	17.694	0.799	826464	Redlands Ave	Mainline		No	24 ft	12.0 ft	2 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	33.782172	-117.213612	S	215
I215-S	8	Riverside	Perris	17.694		826463	Redlands Ave	On Ramp		No	24 ft	12.0 ft	2 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	33.782172	-117.213612	S	215
I215-S	8	Riverside	Perris	18.069	0.437	826446	Redlands Ave	Mainline		No	24 ft	12.0 ft	2 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	33.785554	-117.218747	S	215
I215-S	8	Riverside	Perris	18.569	0.439	818214	4th STREET N/O	Mainline	magnetometers	No	24 ft	12.0 ft	1 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urban	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	33.790051	-117.225621	S	215
I215-S	8	Riverside	Perris	18.948	0.3	826272	D St	Mainline		No	24 ft	12.0 ft	1 ft	8 ft	70 mph	Paved - No Roadway Use	38 ft	Flat	Urban	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	33.794027	-117.230059	S	215
I215-S	8	Riverside	Perris	19.169	0.459	818591	NUEVO ROAD	Mainline		No	36 ft	12.0 ft	12 ft	10 ft	70 mph	Paved - No Roadway Use	26 ft	Flat	Urban	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	33.797045	-117.231408	S	215
I215-S	8	Riverside	Perris	19.867	0.861	818211	NUEVO ST N/O	Mainline	magnetometers	No	36 ft	12.0 ft	13 ft	10 ft	70 mph	Unpaved	26 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.806765	-117.234641	S	215
I215-S	8	Riverside	Perris	22.467	0.809	818601	RAMONA EXPRESSWAY	Mainline	magnetometers	No	36 ft	12.0 ft	13 ft	10 ft	70 mph	Unpaved	26 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.841922	-117.250383	S	215
I215-S	8	Riverside	Perris	22.767	0.85	818219	RAMONA EXPRESSWAY	Mainline	magnetometers	No	36 ft	12.0 ft	13 ft	10 ft	70 mph	Unpaved	26 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.845972	-117.252211	S	215
I215-S	8	Riverside	Perris	24.167	1.181	819191	Harley Knox Blvd	Mainline		No	36 ft	12.0 ft	13 ft	10 ft	70 mph	Unpaved	26 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.864892	-117.26083	S	215
I215-S	8	Riverside		25.13	0.744	827501	Vanburen Blvd	Mainline		No	36 ft	12.0 ft	13 ft	10 ft	70 mph	Unpaved	46 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.878029	-117.266544	S	215
I215-S	8	Riverside		25.656		825054	Van Buren Blvd	Off Ramp		No	36 ft	12.0 ft	13 ft	10 ft	70 mph	Unpaved	46 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.885291	-117.269327	S	215
I215-S	8	Riverside		25.656	1.069	825053	Van Buren Blvd	Mainline		No	36 ft	12.0 ft	13 ft	10 ft	70 mph	Unpaved	46 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.885291	-117.269327	S	215
I215-S	8	Riverside		25.656		825055	Van Buren Blvd	On Ramp		No	36 ft	12.0 ft	13 ft	10 ft	70 mph	Unpaved	46 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.885291	-117.269327	S	215
I215-S	8	Riverside		28.067	0.45	818220	ALESSANDRO BLVD	Mainline	magnetometers	No	36 ft	12.0 ft	10 ft	10 ft	70 mph	Unpaved	46 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.91644	-117.287526	S	215
I215-S	8	Riverside		28.167	0.4	818607	ALLESSANDRO BLVD	Mainline	magnetometers	No	36 ft	12.0 ft	10 ft	10 ft	70 mph	Unpaved	46 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.917815	-117.288091	S	215
I215-S	8	Riverside		28.867	0.55	827506	EUCALYPTUS AVE S/O	Mainline		No	36 ft	12.0 ft	10 ft	10 ft	70 mph	Unpaved	46 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.927958	-117.288901	S	215
I215-S	8	Riverside		29.267	0.395	827519	EUCALYPTUS AVE	Mainline		No	36 ft	12.0 ft	10 ft	10 ft	70 mph	Paved - No Roadway Use	30 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	33.933702	-117.289779	S	215
I215-S	8	Riverside		29.658	0.4	816155	S/O 60/215 IC	Mainline	loops	No	36 ft	12.0 ft	14 ft	10 ft	70 mph	Paved - No Roadway Use	30 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	33.939239	-117.291256	S	215
I215-S	8	Riverside		30.067	0.471	818225	60/215 SEPARATION	Mainline	magnetometers	No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	99 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"		33.944264	-117.29445	S	215
I215-S	8	Riverside		30.601	0.341	819957	BOX SPRINGS	Mainline	loops	No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"		33.948275	-117.301644	S	215
I215-S	8	Riverside		30.601	2.574	819956	BOX SPRINGS	HOV	loops	24H	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"		33.948275	-117.301644	S	215
I215-S	8	Riverside		30.748		816149	BOX SPRINGS SB ON	On Ramp	loops	No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"		33.95012	-117.30296	S	215
I215-S	8	Riverside		30.748	0.399	819905	BOX SPRINGS SB ON	HOV	loops	24H	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"		33.95012	-117.30296	S	215
I215-S	8	Riverside		30.748	0.399	816150	BOX SPRINGS SB ON	Mainline	loops	No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"		33.95012	-117.30296	S	215
I215-S	8	Riverside		30.748		820164	BOX SPRINGS SB ON	Off Ramp	loops	No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"		33.95012	-117.30296	S	215
I215-S	8	Riverside		31.4	0.439	816106	CENTRAL AVE SB ON	Mainline	loops	No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"		33.958259	-117.308745	S	215
I215-S	8	Riverside		31.4	0.439	816107	CENTRAL AVE SB ON	HOV	loops	24H	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"		33.958259	-117.308745	S	215
I215-S	8	Riverside		31.4		816105	CENTRAL AVE SB ON	On Ramp	loops	No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"		33.958259	-117.308745	S	215
I215-S	8	Riverside		31.626	0.478	819893	CENTRAL/WATKINS	Mainline	loops	No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	33.960216	-117.311857	S	215
I215-S	8	Riverside		31.626	0.478	819894	CENTRAL/WATKINS	HOV	loops	24H	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	33.960216	-117.311857	S	215
I215-S	8	Riverside		32.356	0.554	816114	N/O BOX SPRINGS RD	HOV	loops	24H	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	33.963064	-117.323788	S	215
I215-S	8	Riverside		32.356	0.554	816113	N/O BOX SPRINGS RD	Mainline	loops	No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	33.963064	-117.323788	S	215
I215-S	8	Riverside	Riverside	32.734	0.274	816062	MLK SB ON	HOV	loops	24H	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	33.96725	-117.327701	S	215
I215-S	8	Riverside	Riverside	32.734		820670	MLK SB ON	Off Ramp		No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	33.96725	-117.327701	S	215
I215-S	8	Riverside	Riverside	32.734		816060	MLK SB ON	On Ramp	loops	No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	33.96725	-117.327701	S	215
I215-S	8	Riverside	Riverside	32.734	0.274	816061	MLK SB ON	Mainline	loops	No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	33.96725	-117.327701	S	215
I215-S	8	Riverside	Riverside	32.903	0.345	819779	MARTIN LUTHER KING	HOV	loops	24H	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	33.969353	-117.32916	S	215
I215-S	8	Riverside	Riverside	32.903	0.345	819780	MARTIN LUTHER KING	Mainline	loops	No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Paved - No Roadway Use	30 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	33.969353	-117.32916	S	215
I215-S	8	Riverside	Riverside	33.425	0.608	816033	UNIVERSITY AVE SB ON	Mainline	loops	No	36 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	20 ft	Flat	Urbanized	Concrete Barrier	Concrete	No Special Features	33.975118	-117.334939	S	215
I215-S	8	Riverside	Riverside	33.425	0.608	816034	UNIVERSITY AVE SB ON	HOV	loops	24H	36 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	20 ft	Flat	Urbanized	Concrete Barrier	Concrete	No Special Features	33.975118	-117.334939	S	215
I215-S	8	Riverside	Riverside	33.425		816032	UNIVERSITY AVE SB ON	On Ramp	loops	No	36 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	20 ft	Flat	Urbanized	Concrete Barrier	Concrete	No Special Features	33.975118	-117.334939	S	215
I215-S	8	Riverside	Riverside	34.118		816008	BLAINE ST SB ON	On Ramp	loops	No	36 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	20 ft	Flat	Urbanized	Concrete Barrier	Bridge Deck	No Special Features	33.982732	-117.342665	S	215
I215-S	8	Riverside	Riverside	34.118	1.251	816009	BLAINE ST SB ON	Mainline	loops	No	36 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	20 ft	Flat	Urbanized	Concrete Barrier	Bridge Deck	No Special Features	33.982732	-117.342665	S	215
I215-S	8	Riverside	Riverside	34.118	1.251	816010	BLAINE ST SB ON	HOV	loops	24H	36 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	20 ft	Flat	Urbanized	Concrete Barrier	Bridge Deck	No Special Features	33.982732	-117.342665	S	215
I215-S	8	Riverside	Riverside	35.929	0.913	825749	Columbia Ave	Mainline		No	36 ft	12.0 ft	8 ft	11 ft	70 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	34.002026	-117.351595	S	215
I215-S	8	Riverside	Riverside	35.929		825751	Columbia Ave	On Ramp		No	36 ft	12.0 ft	8 ft	11 ft	70 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	34.002026	-117.351595	S	215
I215-S	8	Riverside	Riverside	35.929	1.382	825748	Columbia Ave	HOV		24H	36 ft	12.0 ft	8 ft	11 ft	70 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	34.002026	-117.351595	S	215
I215-S	8	Riverside	Riverside	35.929		825750	Columbia Ave	Off Ramp		No	36 ft	12.0 ft	8 ft	11 ft	70 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	34.002026	-117.351595	S	215
I215-S	8	Riverside	Riverside	35.944	0.476	801596	COLUMBIA	Mainline	loops	No	36 ft	12.0 ft	8 ft	11 ft	70 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	34.002216	-117.351466	S	215
I215-S	8	Riverside	Riverside	36.882		825738	Center St	On Ramp		No	36 ft	12.0 ft	8 ft	11 ft	70 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	34.014115	-117.3435	S	215
I215-S	8	Riverside	Riverside	36.882	0.987	825734	Center St	Mainline		No	36 ft	12.0 ft	8 ft	11 ft	70 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	34.014115	-117.3435	S	215
I215-S	8	Riverside	Riverside	36.882		825737	Center St	Off Ramp		No	36 ft	12.0 ft	8 ft	11 ft	70 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	34.014115	-117.3435	S	215
I215-S	8	Riverside	Riverside	36.882	0.994	825733	Center St	HOV		24H	36 ft	12.0 ft	8 ft	11 ft	70 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	Concrete Barrier w/Glare Screen	"Base & Surface >= 7"" Thick"	No Special Features	34.014115	-117.3435	S	215
SR219-E	10	Stanislaus		0.092	1.225	10109410	E/O SR 99	Mainline		No	12 ft	12.0 ft	0 ft	11 ft	60 mph	Paved - Roadway Use	12 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"		37.709794	-121.079887	E	219
SR219-E	10	Stanislaus		2.357	3.557	10102710	W/O Morrow Rd	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	60 mph	Striped	0 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	37.711307	-121.039469	E	219
SR219-W	10	Stanislaus		0.092	2.269	10109510	E/O SR 99	Mainline		No	12 ft	12.0 ft	0 ft	11 ft	60 mph	Paved - Roadway Use	12 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	37.709794	-121.079887	W	219
SR219-W	10	Stanislaus		4.446	2.513	10102810	E/O Pentecost Dr	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	60 mph	Striped	0 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	37.711101	-121.001067	W	219
SR237-E	4	Santa Clara	Sunnyvale	3.907	2.94	404585	Fair Oaks Ave. off-e-diag	Mainline	loops	No	36 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	Median Lane is HOV Lane	37.406298	-122.011605	E	237
SR237-E	4	Santa Clara	Sunnyvale	3.917		417879	Fair Oaks Ave. off	Off Ramp	loops	No	36 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	Median Lane is HOV Lane	37.406337	-122.011433	E	237
SR237-E	4	Santa Clara	Sunnyvale	4.767		417876	Lawrence Expwy on diag	On Ramp	loops	No	36 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Concrete Barrier	Bridge Deck	Median Lane is HOV Lane	37.409595	-121.996669	E	237
SR237-E	4	Santa Clara	Sunnyvale	4.787	1.16	400970	Lawrence Expwy rm-e-coll/diag	Mainline	loops	No	24 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	Median Lane is HOV Lane	37.409675	-121.996301	E	237
SR237-E	4	Santa Clara	Sunnyvale	4.787		417877	Lawrence Expwy on coll	On Ramp	loops	No	24 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	Median Lane is HOV Lane	37.409675	-121.996301	E	237
SR237-E	4	Santa Clara	Santa Clara	6.227	0.982	400973	Great America Pkwy rm-e-diag	Mainline	loops	No	48 ft	12.0 ft	10 ft	10 ft	70 mph	Unpaved	54 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	Median Lane is HOV Lane	37.417735	-121.972451	E	237
SR237-E	4	Santa Clara	Santa Clara	6.227		417878	Great America Pkwy on	On Ramp	loops	No	48 ft	12.0 ft	10 ft	10 ft	70 mph	Unpaved	54 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	Median Lane is HOV Lane	37.417735	-121.972451	E	237
SR237-E	4	Santa Clara	San Jose	6.752	0.467	400567	N First St	Mainline	loops	No	48 ft	12.0 ft	10 ft	10 ft	70 mph	Unpaved	54 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	Median Lane is HOV Lane	37.418931	-121.962821	E	237
SR237-E	4	Santa Clara	San Jose	7.162	0.665	400104	NORTH FIRST STREET	Mainline	loops	No	36 ft	12.0 ft	9 ft	8 ft	70 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	Median Lane is HOV Lane	37.419313	-121.95548	E	237
SR237-E	4	Santa Clara	San Jose	7.162		428158	N 1st St on diag	On Ramp	loops	No	36 ft	12.0 ft	9 ft	8 ft	70 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	Median Lane is HOV Lane	37.419313	-121.95548	E	237
SR237-E	4	Santa Clara	San Jose	8.082	0.53	400296	oppo Zanker Rd  rm-w-loop	Mainline	loops	No	48 ft	12.0 ft	5 ft	10 ft	70 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	Median Lane is HOV Lane	37.420359	-121.93915	E	237
SR237-E	4	Santa Clara	San Jose	8.222		428159	Zanker Rd on diag	On Ramp	loops	No	48 ft	12.0 ft	5 ft	10 ft	70 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	Median Lane is HOV Lane	37.420927	-121.93674	E	237
SR237-E	4	Santa Clara	San Jose	8.222	2.57	400873	ZANKER RD	Mainline	loops	No	48 ft	12.0 ft	5 ft	10 ft	70 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	Median Lane is HOV Lane	37.420927	-121.93674	E	237
SR237-W	4	Santa Clara	Sunnyvale	2.707	2.61	401351	WB 237  TO NB101	Mainline	loops	No	24 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	37.401701	-122.032879	W	237
SR237-W	4	Santa Clara	Sunnyvale	2.927	0.6	400581	Mathilda Ave rm-w-diag	Mainline	loops	No	24 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	37.402668	-122.029069	W	237
SR237-W	4	Santa Clara	Sunnyvale	2.967		417884	Mathilda Ave on	On Ramp	loops	No	24 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	37.402842	-122.028376	W	237
SR237-W	4	Santa Clara	Sunnyvale	3.907		417888	Fair Oaks Ave. on	On Ramp	loops	No	36 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"		37.406475	-122.011621	W	237
SR237-W	4	Santa Clara	Sunnyvale	3.907	0.8	404586	oppo Fair Oaks Ave. off-e-diag	Mainline	loops	No	36 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"		37.406475	-122.011621	W	237
SR237-W	4	Santa Clara	Sunnyvale	4.527		417883	Lawrence Expwy on coll	On Ramp	loops	No	36 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"		37.408833	-122.000989	W	237
SR237-W	4	Santa Clara	Sunnyvale	4.527	0.415	400687	Lawrence Expwy rm-w-diag	Mainline	loops	No	36 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"		37.408833	-122.000989	W	237
SR237-W	4	Santa Clara	Sunnyvale	4.537		417882	Lawrence Expwy on diag	On Ramp	loops	No	36 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"		37.40887	-122.000817	W	237
SR237-W	4	Santa Clara	Sunnyvale	4.737	0.59	400274	oppo Lawrence Expwy	Mainline	loops	No	36 ft	12.0 ft	10 ft	8 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	Median Lane is HOV Lane	37.409627	-121.997252	W	237
